Participant,Code,SA,WC
R_1r857dGVHsfrRFg,Not Enough Information,0,0
R_3e1RAJcNLaYx9iM,Not Enough Information,0,0
R_3JDFtdIj9el97E8,Not Enough Information,0,0
R_3FJAtwogktuUsMX,Not Enough Information,0,0
R_2zjO0jKVcChSNDa,Not Enough Information,0,0
R_2OYJBXrxzNJylCO,Not Enough Information,0,0
R_SBmDM4I2jiTZ2Kt,Not Enough Information,0,0
R_2CPb9bgvAL54qha,Not Enough Information,0,0
R_1M4hWjMnLZqIaQa,Not Enough Information,0,0
R_1MKZQU01gtj2Qqi,Not Enough Information,0,0
R_vAGihKR8zcQ4sLv,Not Enough Information,0,0
R_2xRdSCQPRCliJZ5,Not Enough Information,0,0
R_2ZQuiVeqOhaOFi0,Not Enough Information,0,0
R_2e9EbIte08ICFm1,Not Enough Information,0,0
R_1dMrLLPnNvzblGn,Not Enough Information,0,0
R_vUe5vQSGTNYiCc1,Not Enough Information,0,0
R_3JmBndLd8M7XWqc,Not Enough Information,0,0
R_3NE7xGV3llYkLrA,Not Enough Information,0,0
R_6SGiWvfyIUoLPz3,Not Enough Information,0,0
R_Q4CUPDneXBn3DtT,Not Enough Information,0,0
R_3ndr3MQIUKjS64A,Not Enough Information,0,0
R_dhW2ZU18HeVt8eB,Not Enough Information,0,0
R_2TNw9SWlDB1HkQ7,Not Enough Information,0,0
R_OMVIy7LkK5u2Xfj,Not Enough Information,0,0
R_1BWbZbB3SsUVN7t,Not Enough Information,0,0
R_3M6HgNlFYyiQXV7,Not Enough Information,0,0
R_1nOb0Rw9YKU2CPS,Not Enough Information,0,0
R_86Nw6dPuNMe8DjX,Not Enough Information,0,0
R_3pfDhOUmPTOtmtj,Not Enough Information,0,0
R_3hgufhiQBPxNDWe,Not Enough Information,0,0
R_1lhiLCiOLEdCRVj,Not Enough Information,0,0
R_22PnpnMfN2c1wdL,Not Enough Information,0,0
R_3Hn3zpmMaZIGmNs,Not Enough Information,0,0
R_3O85bLtoc1R2UeS,Not Enough Information,0,0
R_cuaHimCFUL6Xtbb,Not Enough Information,0,0
R_25WN4bQpKrScEE4,Not Enough Information,0,0
R_3IbIYD2nZ6LDfDr,Not Enough Information,0,0
R_XtyrSEaB9cNEJ6p,Not Enough Information,0,0
R_4GH2ql8dl0px105,Not Enough Information,0,0
R_tJUXqyElrMDTSPD,Not Enough Information,0,0
R_3jfHcc05qujH0S2,Not Enough Information,0,0
R_sTdUZFHrODy5akV,Not Enough Information,0,0
R_2A0xnBWNS3rpiPK,Not Enough Information,0,0
R_1ojMulVcE2V0jpx,Not Enough Information,0,0
R_3JecMnKUMxjhlwm,Not Enough Information,0,0
R_1JDZZvDlx0hOAZ4,Not Enough Information,0,0
R_3I5AksSqPpGfiyk,Not Enough Information,0,0
R_tXqsTeDVYJLHeHT,Not Enough Information,0,0
R_3kADihO5lI8rkBG,Not Enough Information,0,0
R_1kM6tAHf6ep75yt,Not Enough Information,0,0
R_1dicrjkHxMWPnTb,Not Enough Information,0,0
R_3gT1cFiBn8nclJw,Not Enough Information,0,0
R_3KVkJxA5zW1CBqZ,Not Enough Information,0,0
R_0TcB3nobonPXokx,Not Enough Information,0,0
R_272uWwNmxkemh9n,Not Enough Information,0,0
R_3eqPJms6PHBGLQn,Not Enough Information,0,0
R_3oznl1J7wTPY1S5,Not Enough Information,0,0
R_1CrnFfzOuXEElEJ,Not Enough Information,1,1
R_3pl6GB95FZby2vC,Not Enough Information,0,0
R_3qDahVfKkOh8i97,Not Enough Information,0,0
R_31gvjSMJSdGKWun,Not Enough Information,0,0
R_3foUUDV5ctS3FFh,Not Enough Information,1,1
R_5hE3kYvSsOG0y5P,Not Enough Information,0,0
R_2WGtlzWVpsuIJMX,Not Enough Information,0,0
R_1GBr7QJbvbZwCnH,Not Enough Information,0,0
R_264q6nCIyIIlXug,Not Enough Information,0,0
R_2qjY0gVAs7iv8ED,Not Enough Information,0,0
R_1QfQN8DcCUnbo1p,Not Enough Information,0,0
R_2teVh0IpoqXMRJc,Not Enough Information,0,0
R_2RUGCR2dF17v5VI,Not Enough Information,0,0
R_5sQ7l2vZVVgmdpv,Not Enough Information,0,0
R_214Xxc4SAF6YE8t,Not Enough Information,0,0
R_3KVh3McaNQqRv9U,Not Enough Information,0,0
R_3HLbsdaGvKWne4D,Not Enough Information,0,0
R_1CDtbtNop8n6Kiu,Not Enough Information,0,0
R_27IKgCzf6wr772m,Not Enough Information,1,1
R_1IF4sphws9RO2ZY,Not Enough Information,0,0
R_RLy5g4lYI1dzV3r,Not Enough Information,0,0
R_3ErQltse8xwCHn6,Not Enough Information,0,0
R_3iFsW7b9TImcHU9,Not Enough Information,0,0
R_qydO3kusGDRwTmN,Not Enough Information,0,0
R_OfMAzQw9TZEyMTL,Not Enough Information,0,1
R_1OizrMoqVIvw8qq,Not Enough Information,0,0
R_qEDW3BzfmaectUd,Not Enough Information,0,0
R_usq6uxQiHO8VIe5,Not Enough Information,0,0
R_3kczEpzkO4wfoKq,Not Enough Information,1,1
R_21jqJ0luUff4JeC,Not Enough Information,0,0
R_d12BODpwWy2G9Wh,Not Enough Information,0,0
R_22MsOIRSprvgtuu,Not Enough Information,0,0
R_3261G3Z3W029nDB,Not Enough Information,0,0
R_eKzkE6b2p1jWf2p,Not Enough Information,0,0
R_3HU2KNu73qWg8w5,Not Enough Information,0,0
R_2tqTQsshMo0HJQK,Not Enough Information,0,0
R_2ceI8i9HEGwGd0a,Not Enough Information,0,0
R_32QkISNOjONpJ0u,Not Enough Information,0,0
R_eLPdL8enzOpp4XL,Not Enough Information,0,0
R_pgzBfVg6rpQdeQ9,Not Enough Information,0,0
R_3mgjZ3xDD6RyiYX,Not Enough Information,0,0
R_RWcd9Oc4DyxTkpr,Not Enough Information,0,0
R_3M0Fjaltge7ChQg,Not Enough Information,0,0
R_2ZTXv7vOVPrFwpT,Not Enough Information,0,0
R_3snVaCvXXFkf4hN,Not Enough Information,0,0
R_DHUYW2gjuOTsLKx,Not Enough Information,0,0
R_2S8DNUn45kiDzRI,Not Enough Information,0,0
R_1mmVMwlsmaY0qGD,Not Enough Information,0,0
R_xAaLQwhdrbWj25H,Not Enough Information,0,0
R_2xWXzbXwfflkcvT,Not Enough Information,1,0
R_a3ElHmqZOER1pYt,Not Enough Information,0,0
R_2QDsAc945USmGDA,Not Enough Information,0,0
R_1mge4k9bSvOSh6w,Not Enough Information,0,0
R_RXiP7ZXpR7aFHXz,Not Enough Information,0,0
R_siYXrxLpjh1yW1b,Not Enough Information,0,0
R_uslB97A3Wor4KJz,Not Enough Information,0,0
R_1Qnp5QG5cFXcbZx,Not Enough Information,0,0
R_1Nw7ZHMSg0ZUbsy,Not Enough Information,0,0
R_2XhZzruY1R0Vpgz,Not Enough Information,1,0
R_1gNEIREULKHhs2X,Not Enough Information,1,1
R_4ZyLdWpR9wqSaad,Not Enough Information,0,0
R_25MhZn4kjwS5Zxa,Not Enough Information,0,0
R_22J1t8YOaKE5spB,Not Enough Information,0,0
R_Zh3BRdT2nhF3yUx,Not Enough Information,0,0
R_1rwi3yPqfNOFWtH,Not Enough Information,0,0
R_Diuu1r5Xki6vGNz,Not Enough Information,0,0
R_6u5hQNuVgAlJxER,Not Enough Information,1,1
R_2VJg9s9zHPKmXJz,Not Enough Information,0,0
R_33pNTVuV1MZnH3y,Not Enough Information,1,1
R_1CejIxCLBlLmG9G,Not Enough Information,0,0
R_1ODLoqHBBjhtsek,Not Enough Information,0,0
R_1gLyfgLpKZ2ztcw,Not Enough Information,0,0
R_1dFwHdDqCex0xNl,Not Enough Information,1,0
R_1jkArZk4vwhe7Zd,Not Enough Information,0,0
R_2zGTOtbxU2bDBQN,Not Enough Information,0,0
R_77cPHbrp05u3c1X,Not Enough Information,0,0
R_3JrXUJViv9EsE0k,Not Enough Information,0,0
R_11cEOd3qglf0HIL,Not Enough Information,0,0
R_2ZZTpqiNpolwPbA,Not Enough Information,0,0
R_3CDcpeZYIL5ypX7,Not Enough Information,0,0
R_2fkfkGMdqcun7w5,Not Enough Information,1,1
R_3qEjw7TFt4NSFYo,Not Enough Information,0,0
R_80TSwDtlNlzdUeB,Not Enough Information,0,0
R_3JluMQUf5N9lNKp,Not Enough Information,1,1
R_4SkB2vU2HhIZJWp,Not Enough Information,0,0
R_enXuoOZZjmBp5Kh,Not Enough Information,0,0
R_3KZ40gY96UllNRK,Not Enough Information,0,0
R_1Fb5X5YjStVHnYK,Not Enough Information,0,0
R_1Ig8H5PwvsByBHQ,Not Enough Information,0,0
R_ZjXWCtLNZvm5Pmp,Not Enough Information,0,0
R_31mI8tYL6Ye13uY,Not Enough Information,1,0
R_33ycjYBNzVKSt2E,Not Enough Information,0,0
R_28AQMTgGe59tJR3,Not Enough Information,0,0
R_2ruucMTyLuAICT9,Not Enough Information,0,0
R_3qPPEEGbK7RgX28,Not Enough Information,0,0
R_27vgqdzn0SfOwbL,Not Enough Information,0,0
R_2YIZzaDNnJoN78v,Not Enough Information,0,0
R_397XGXw1Kab8lwd,Not Enough Information,0,0
R_31LuX5JuurbvMoO,Not Enough Information,0,0
R_2ATOB2CnIHip8If,Randomization,0,0
R_3HGpZsBSePzb2no,Randomization,0,0
R_1i9HMF0EACDrVg6,Randomization,0,0
R_10UBkI02V0kSmul,Randomization,0,0
R_2zSft8YvYZiOn5s,Randomization,0,0
R_1f0FG9XqTWKtdtW,Randomization,0,0
R_3qfbd92RiF3hK7I,Randomization,0,0
R_NXUtjyTjocKutVv,Randomization,0,0
R_3CVFA7kQjfeEz55,Randomization,0,0
R_umpgJikoAZZK0U1,Randomization,0,0
R_110DRBsEpXBcYcH,Randomization,0,0
R_Di9SlzIjhCGvYfn,Randomization,0,0
R_2YL2XYIJ30dyNtG,Randomization,0,0
R_2R3AxUbJArrL8sM,Randomization,0,0
R_OCJnGfSaCQulCXT,Randomization,0,0
R_RPJghXjMvNXdbC9,Randomization,0,0
R_12cmQA4wK3cE7vq,Randomization,0,0
R_Df9SkwrplP5adQB,Randomization,0,0
R_0vS3YEXvEKwKSFX,Randomization,0,0
R_2xAbsDjunmDUbCL,Randomization,0,0
R_2zFR12iP6WQ2dMf,Randomization,0,0
R_1fkOvG2gpYagrzK,Randomization,0,0
R_3JasF46tuYiRz6d,Randomization,0,0
R_3r1c5n05C0Dm4Mh,Randomization,0,0
R_sRppTe4QvJg9n8J,Randomization,0,0
R_UxpqlJBXnFaD4A1,Randomization,0,0
R_r8QDzjWRbVAnm5r,Randomization,0,0
R_3MG1lxPqxrQKXDg,Randomization,0,0
R_1FwuCsQ2XeYn38O,Randomization,0,0
R_tSdnNdMDEBbry0h,Randomization,0,0
R_12lhUnHRfqw28HM,Randomization,0,0
R_3KISHcOdZZoLC4A,Randomization,0,0
R_1OjjZpXk8iCHpZz,Randomization,0,0
R_2ZOoA6dySyG4Uci,Randomization,0,0
R_BG6ShNi5X3HRl0l,Randomization,0,0
R_2xY2YneAQFcZG4x,Randomization,0,0
R_4IV1cjWrJMY1pTz,Randomization,0,0
R_1nYBtb0aVBDW9Sh,Randomization,0,0
R_BE8mzF9E8GLxaz7,Randomization,0,0
R_30wUJoQMF0qJhf2,Randomization,0,0
R_2Vjsk3dUWW5cu7T,Randomization,0,0
R_yOdBffH23fjzv7H,Randomization,0,0
R_eDmPnnPtKg8Oywp,Randomization,0,0
R_3Mii2QuCcETbqRH,Randomization,0,0
R_1js40LKncy4AShi,Randomization,0,0
R_87dY0FqKaGZdyxz,Randomization,0,0
R_PMqzIXTqKlpt6Qp,Randomization,0,0
R_1o5B9GuTVrGn8X0,Randomization,0,0
R_12yk1lYPYKfsywD,Randomization,0,0
R_2pJk3td4kLYMPWU,Randomization,0,0
R_3oR5WXhOVFGambM,Randomization,0,0
R_33rwyRLGKQ7flOx,Randomization,0,0
R_vqLKv9rUfyDpkVb,Randomization,0,0
R_1GBoQ8taai5gwcy,Randomization,0,0
R_1jv3NZEEtp7A5yA,Randomization,0,0
R_22rhKJycRuuhvB5,Randomization,0,0
R_3nAe9KKpRPTwh7T,Randomization,0,0
R_2BzzIj3d6U0rlXd,Randomization,0,0
R_3OoZ9bgEzEFIZlA,Randomization,0,0
R_1dgLfQ1lqYOHuLJ,Randomization,0,0
R_3GcBiqM2JygR7DL,Randomization,0,0
R_6sSTnyKYxBYyEql,Randomization,0,0
R_3p4Edm8tUtqKlcR,Randomization,0,0
R_1eEQ3PXaYhXFYSk,Randomization,0,0
R_1O0oF1McGSQ1GI9,Randomization,0,0
R_1dzcoYSaTzJeHjw,Randomization,0,0
R_2EfMxa2oqijovk1,Randomization,0,0
R_3RmxFLKLkSfv5Ql,Randomization,0,0
R_2dYEFFOpwfEUmiP,Randomization,0,0
R_2ea3NWN4nQRTUMN,Randomization,0,0
R_T1OvvjbGcYOAoCZ,Randomization,0,0
R_2DNDnG3xkN5sL9G,Randomization,0,0
R_3JFFbniTzAwfovD,Randomization,0,0
R_12xPJwUbo1oXuuf,Randomization,0,0
R_2pXkuncJQYULGSV,Randomization,0,0
R_usMFAWMS1ho5e6J,Randomization,0,0
R_2SJHQkUwbXJDHqt,Randomization,0,0
R_1f2xUGvDSCTH7Xl,Randomization,0,0
R_1dhm6CIp2rlidiB,Randomization,0,0
R_2EsHZU4GPQl6Eto,Randomization,0,0
R_2106bPwwFwRqlNI,Randomization,0,0
R_ZdZuuMf4wDF6fU5,Randomization,0,0
R_25TOPT401jmAcqT,Randomization,0,0
R_2ALpAD7fadUcAsJ,Randomization,0,0
R_1cU01U7HBwkZR34,Randomization,0,0
R_1q8krIvLEJ3j0pb,Randomization,0,0
R_3oAQTxmzOMfmpt0,Randomization,0,0
R_1MLhtqg7DgdY8QS,Randomization,0,0
R_2VF6yktCYVkE1i7,Randomization,0,0
R_vIFa5Yebl7dgqMp,Randomization,0,0
R_2bHt8krvkSnuJnA,Randomization,0,0
R_1OC77hkgQD1pbau,Randomization,0,0
R_3EWn1lSeir5GppN,Randomization,0,0
R_V3FeEzJxhRyhzkR,Randomization,0,0
R_ag6C3z6imS97ZhD,Randomization,0,0
R_3qsAfG1caxGz2Q9,Randomization,0,0
R_agRF4BRBrpWQlVf,Randomization,0,0
R_UN1wTAy0DUgXZa9,Randomization,0,0
R_3R2CXDi3bgpjtl9,Randomization,0,0
R_1hMsa900oQzhal2,Randomization,0,0
R_cCldl4C774WE1Wx,Randomization,0,0
R_2qdz9Mz0w1yS6Ni,Randomization,0,0
R_129klAb70wVE8nV,Randomization,0,0
R_1FaATZy8M1RAu6h,Randomization,0,0
R_2wRZfpxNKAfeGE8,Randomization,0,0
R_3nD7F2dzdD8kpBR,Randomization,0,0
R_1EWEcHwhp2WHYRk,Randomization,0,0
R_2c1Qc26OjSeaU5l,Randomization,0,0
R_6Kz1PQKJxJe38dz,Randomization,1,1
R_1N8mIOFdBoPfLDl,Randomization,0,0
R_2qDjNFXJKIXsxov,Randomization,0,0
R_25FNrPiDpQhM0K0,Randomization,0,0
R_2dnBuYZjdwmrUj9,Randomization,0,0
R_2R3VmGs8QRZXtpX,Randomization,0,0
R_3kKTZSzLqWu8iHk,Randomization,0,0
R_3fl9nAopgctaa6H,Randomization,1,0
R_1kTgqnyiWiHvFhh,Randomization,0,0
R_2SAKTxVZGPIVYYe,Randomization,0,0
R_25tj2uxQEanxfZc,Randomization,0,0
R_1Ka6xPzmjZZzV9Y,Randomization,0,0
R_21ERySWdImjqISp,Randomization,0,0
R_2DYAGF4C0QSP1nv,Randomization,0,0
R_wZvBlibeCHVOYWR,Randomization,0,0
R_u1BcdY5KNOJ38Ln,Randomization,0,0
R_tY6PkIDjIma8SXf,Randomization,0,0
R_r9K48FtWeVglg5z,Randomization,0,1
R_Ast0bnCTEiK7UqZ,Randomization,0,0
R_2rU55Tvp9j6g2WJ,Randomization,0,0
R_3WaGZ55uC8exTFL,Randomization,0,0
R_ykWTWqYwPyxerUR,Randomization,0,0
R_3J41aNjWqWglA5z,Randomization,0,0
R_1DUuURSlICWnjZy,Randomization,0,0
R_2QJWN71gm5B9grG,Randomization,0,0
R_3PcxtggChxaCAGs,Randomization,0,0
R_3GADq6sRkCQS6of,Randomization,0,0
R_2cde7Lw6i0pR9q4,Randomization,0,0
R_R4RzVd2A0g6g8ud,Randomization,0,0
R_BJ2b3DmleBe7yrT,Randomization,0,0
R_25szpAxuCo3KS5X,Randomization,0,0
R_2tMeAgWM7Hu2YoS,Randomization,0,0
R_1oaUpBh06TGnL7E,Randomization,0,0
R_1FqrwL1wBa1NQtz,Randomization,0,0
R_9Lw7GUmlIKR6usN,Randomization,0,0
R_1r857dGVHsfrRFg,Randomization,0,0
R_3e1RAJcNLaYx9iM,Randomization,0,0
R_3JDFtdIj9el97E8,Randomization,0,0
R_3FJAtwogktuUsMX,Randomization,0,0
R_2zjO0jKVcChSNDa,Randomization,0,0
R_2OYJBXrxzNJylCO,Randomization,0,0
R_SBmDM4I2jiTZ2Kt,Randomization,0,0
R_2CPb9bgvAL54qha,Randomization,0,0
R_1M4hWjMnLZqIaQa,Randomization,0,0
R_1MKZQU01gtj2Qqi,Randomization,0,0
R_vAGihKR8zcQ4sLv,Randomization,0,0
R_2xRdSCQPRCliJZ5,Randomization,0,0
R_2ZQuiVeqOhaOFi0,Randomization,0,0
R_2e9EbIte08ICFm1,Randomization,0,0
R_1dMrLLPnNvzblGn,Randomization,0,0
R_vUe5vQSGTNYiCc1,Randomization,0,0
R_3JmBndLd8M7XWqc,Randomization,0,0
R_3NE7xGV3llYkLrA,Randomization,1,1
R_6SGiWvfyIUoLPz3,Randomization,0,0
R_Q4CUPDneXBn3DtT,Randomization,0,0
R_3ndr3MQIUKjS64A,Randomization,0,0
R_dhW2ZU18HeVt8eB,Randomization,0,0
R_2TNw9SWlDB1HkQ7,Randomization,0,0
R_OMVIy7LkK5u2Xfj,Randomization,0,0
R_1BWbZbB3SsUVN7t,Randomization,1,1
R_3M6HgNlFYyiQXV7,Randomization,0,0
R_1nOb0Rw9YKU2CPS,Randomization,0,0
R_86Nw6dPuNMe8DjX,Randomization,0,0
R_3pfDhOUmPTOtmtj,Randomization,0,0
R_3hgufhiQBPxNDWe,Randomization,0,0
R_1lhiLCiOLEdCRVj,Randomization,0,0
R_22PnpnMfN2c1wdL,Randomization,0,0
R_3Hn3zpmMaZIGmNs,Randomization,0,0
R_3O85bLtoc1R2UeS,Randomization,0,0
R_cuaHimCFUL6Xtbb,Randomization,0,0
R_25WN4bQpKrScEE4,Randomization,1,1
R_3IbIYD2nZ6LDfDr,Randomization,0,0
R_XtyrSEaB9cNEJ6p,Randomization,0,0
R_4GH2ql8dl0px105,Randomization,0,0
R_tJUXqyElrMDTSPD,Randomization,0,0
R_3jfHcc05qujH0S2,Randomization,0,0
R_sTdUZFHrODy5akV,Randomization,0,0
R_2A0xnBWNS3rpiPK,Randomization,0,0
R_1ojMulVcE2V0jpx,Randomization,0,0
R_3JecMnKUMxjhlwm,Randomization,0,0
R_1JDZZvDlx0hOAZ4,Randomization,0,0
R_3I5AksSqPpGfiyk,Randomization,0,0
R_tXqsTeDVYJLHeHT,Randomization,0,0
R_3kADihO5lI8rkBG,Randomization,0,0
R_1kM6tAHf6ep75yt,Randomization,0,0
R_1dicrjkHxMWPnTb,Randomization,0,0
R_3gT1cFiBn8nclJw,Randomization,0,0
R_3KVkJxA5zW1CBqZ,Randomization,0,0
R_0TcB3nobonPXokx,Randomization,0,0
R_272uWwNmxkemh9n,Randomization,0,0
R_3eqPJms6PHBGLQn,Randomization,0,0
R_3oznl1J7wTPY1S5,Randomization,0,0
R_1CrnFfzOuXEElEJ,Randomization,0,0
R_3pl6GB95FZby2vC,Randomization,0,0
R_3qDahVfKkOh8i97,Randomization,0,0
R_31gvjSMJSdGKWun,Randomization,0,0
R_3foUUDV5ctS3FFh,Randomization,0,0
R_5hE3kYvSsOG0y5P,Randomization,0,0
R_2WGtlzWVpsuIJMX,Randomization,0,0
R_1GBr7QJbvbZwCnH,Randomization,0,0
R_264q6nCIyIIlXug,Randomization,0,0
R_2qjY0gVAs7iv8ED,Randomization,0,0
R_1QfQN8DcCUnbo1p,Randomization,0,0
R_2teVh0IpoqXMRJc,Randomization,0,0
R_2RUGCR2dF17v5VI,Randomization,0,0
R_5sQ7l2vZVVgmdpv,Randomization,0,0
R_214Xxc4SAF6YE8t,Randomization,0,0
R_3KVh3McaNQqRv9U,Randomization,0,0
R_3HLbsdaGvKWne4D,Randomization,0,0
R_1CDtbtNop8n6Kiu,Randomization,0,0
R_27IKgCzf6wr772m,Randomization,0,0
R_1IF4sphws9RO2ZY,Randomization,0,0
R_RLy5g4lYI1dzV3r,Randomization,0,0
R_3ErQltse8xwCHn6,Randomization,0,0
R_3iFsW7b9TImcHU9,Randomization,0,0
R_qydO3kusGDRwTmN,Randomization,0,0
R_OfMAzQw9TZEyMTL,Randomization,0,0
R_1OizrMoqVIvw8qq,Randomization,0,0
R_qEDW3BzfmaectUd,Randomization,0,0
R_usq6uxQiHO8VIe5,Randomization,0,0
R_3kczEpzkO4wfoKq,Randomization,0,0
R_21jqJ0luUff4JeC,Randomization,0,0
R_d12BODpwWy2G9Wh,Randomization,0,0
R_22MsOIRSprvgtuu,Randomization,0,0
R_3261G3Z3W029nDB,Randomization,0,0
R_eKzkE6b2p1jWf2p,Randomization,0,0
R_3HU2KNu73qWg8w5,Randomization,0,0
R_2tqTQsshMo0HJQK,Randomization,0,0
R_2ceI8i9HEGwGd0a,Randomization,0,0
R_32QkISNOjONpJ0u,Randomization,0,0
R_eLPdL8enzOpp4XL,Randomization,0,0
R_pgzBfVg6rpQdeQ9,Randomization,0,0
R_3mgjZ3xDD6RyiYX,Randomization,0,0
R_RWcd9Oc4DyxTkpr,Randomization,0,0
R_3M0Fjaltge7ChQg,Randomization,0,0
R_2ZTXv7vOVPrFwpT,Randomization,0,0
R_3snVaCvXXFkf4hN,Randomization,0,0
R_DHUYW2gjuOTsLKx,Randomization,0,0
R_2S8DNUn45kiDzRI,Randomization,0,0
R_1mmVMwlsmaY0qGD,Randomization,0,0
R_xAaLQwhdrbWj25H,Randomization,0,0
R_2xWXzbXwfflkcvT,Randomization,0,0
R_a3ElHmqZOER1pYt,Randomization,0,0
R_2QDsAc945USmGDA,Randomization,0,0
R_1mge4k9bSvOSh6w,Randomization,0,0
R_RXiP7ZXpR7aFHXz,Randomization,0,0
R_siYXrxLpjh1yW1b,Randomization,0,0
R_uslB97A3Wor4KJz,Randomization,0,0
R_1Qnp5QG5cFXcbZx,Randomization,0,0
R_1Nw7ZHMSg0ZUbsy,Randomization,0,0
R_2XhZzruY1R0Vpgz,Randomization,0,0
R_1gNEIREULKHhs2X,Randomization,0,0
R_4ZyLdWpR9wqSaad,Randomization,0,0
R_25MhZn4kjwS5Zxa,Randomization,0,0
R_22J1t8YOaKE5spB,Randomization,0,0
R_Zh3BRdT2nhF3yUx,Randomization,0,0
R_1rwi3yPqfNOFWtH,Randomization,0,0
R_Diuu1r5Xki6vGNz,Randomization,0,0
R_6u5hQNuVgAlJxER,Randomization,0,0
R_2VJg9s9zHPKmXJz,Randomization,0,0
R_33pNTVuV1MZnH3y,Randomization,0,0
R_1CejIxCLBlLmG9G,Randomization,0,0
R_1ODLoqHBBjhtsek,Randomization,0,0
R_1gLyfgLpKZ2ztcw,Randomization,0,0
R_1dFwHdDqCex0xNl,Randomization,0,0
R_1jkArZk4vwhe7Zd,Randomization,0,0
R_2zGTOtbxU2bDBQN,Randomization,0,0
R_77cPHbrp05u3c1X,Randomization,0,0
R_3JrXUJViv9EsE0k,Randomization,0,0
R_11cEOd3qglf0HIL,Randomization,0,0
R_2ZZTpqiNpolwPbA,Randomization,0,0
R_3CDcpeZYIL5ypX7,Randomization,0,0
R_2fkfkGMdqcun7w5,Randomization,0,0
R_3qEjw7TFt4NSFYo,Randomization,0,0
R_80TSwDtlNlzdUeB,Randomization,0,0
R_3JluMQUf5N9lNKp,Randomization,0,0
R_4SkB2vU2HhIZJWp,Randomization,0,0
R_enXuoOZZjmBp5Kh,Randomization,0,0
R_3KZ40gY96UllNRK,Randomization,0,0
R_1Fb5X5YjStVHnYK,Randomization,0,0
R_1Ig8H5PwvsByBHQ,Randomization,0,0
R_ZjXWCtLNZvm5Pmp,Randomization,0,0
R_31mI8tYL6Ye13uY,Randomization,0,0
R_33ycjYBNzVKSt2E,Randomization,0,0
R_28AQMTgGe59tJR3,Randomization,0,0
R_2ruucMTyLuAICT9,Randomization,0,0
R_3qPPEEGbK7RgX28,Randomization,0,0
R_27vgqdzn0SfOwbL,Randomization,0,0
R_2YIZzaDNnJoN78v,Randomization,0,0
R_397XGXw1Kab8lwd,Randomization,0,0
R_31LuX5JuurbvMoO,Randomization,0,0
R_2ATOB2CnIHip8If,Experimentation,0,0
R_3HGpZsBSePzb2no,Experimentation,0,0
R_1i9HMF0EACDrVg6,Experimentation,0,0
R_10UBkI02V0kSmul,Experimentation,0,0
R_2zSft8YvYZiOn5s,Experimentation,0,0
R_1f0FG9XqTWKtdtW,Experimentation,0,0
R_3qfbd92RiF3hK7I,Experimentation,0,0
R_NXUtjyTjocKutVv,Experimentation,0,0
R_3CVFA7kQjfeEz55,Experimentation,0,0
R_umpgJikoAZZK0U1,Experimentation,0,0
R_110DRBsEpXBcYcH,Experimentation,0,0
R_Di9SlzIjhCGvYfn,Experimentation,0,0
R_2YL2XYIJ30dyNtG,Experimentation,0,0
R_2R3AxUbJArrL8sM,Experimentation,0,0
R_OCJnGfSaCQulCXT,Experimentation,0,0
R_RPJghXjMvNXdbC9,Experimentation,0,0
R_12cmQA4wK3cE7vq,Experimentation,0,0
R_Df9SkwrplP5adQB,Experimentation,0,0
R_0vS3YEXvEKwKSFX,Experimentation,0,0
R_2xAbsDjunmDUbCL,Experimentation,0,0
R_2zFR12iP6WQ2dMf,Experimentation,0,0
R_1fkOvG2gpYagrzK,Experimentation,0,0
R_3JasF46tuYiRz6d,Experimentation,0,0
R_3r1c5n05C0Dm4Mh,Experimentation,0,0
R_sRppTe4QvJg9n8J,Experimentation,0,0
R_UxpqlJBXnFaD4A1,Experimentation,0,0
R_r8QDzjWRbVAnm5r,Experimentation,0,0
R_3MG1lxPqxrQKXDg,Experimentation,0,0
R_1FwuCsQ2XeYn38O,Experimentation,0,0
R_tSdnNdMDEBbry0h,Experimentation,0,0
R_12lhUnHRfqw28HM,Experimentation,0,0
R_3KISHcOdZZoLC4A,Experimentation,0,0
R_1OjjZpXk8iCHpZz,Experimentation,0,0
R_2ZOoA6dySyG4Uci,Experimentation,0,0
R_BG6ShNi5X3HRl0l,Experimentation,0,0
R_2xY2YneAQFcZG4x,Experimentation,0,0
R_4IV1cjWrJMY1pTz,Experimentation,0,0
R_1nYBtb0aVBDW9Sh,Experimentation,0,0
R_BE8mzF9E8GLxaz7,Experimentation,0,0
R_30wUJoQMF0qJhf2,Experimentation,0,0
R_2Vjsk3dUWW5cu7T,Experimentation,0,0
R_yOdBffH23fjzv7H,Experimentation,0,0
R_eDmPnnPtKg8Oywp,Experimentation,0,0
R_3Mii2QuCcETbqRH,Experimentation,0,0
R_1js40LKncy4AShi,Experimentation,0,0
R_87dY0FqKaGZdyxz,Experimentation,0,0
R_PMqzIXTqKlpt6Qp,Experimentation,0,0
R_1o5B9GuTVrGn8X0,Experimentation,0,0
R_12yk1lYPYKfsywD,Experimentation,0,0
R_2pJk3td4kLYMPWU,Experimentation,0,0
R_3oR5WXhOVFGambM,Experimentation,0,0
R_33rwyRLGKQ7flOx,Experimentation,0,0
R_vqLKv9rUfyDpkVb,Experimentation,0,0
R_1GBoQ8taai5gwcy,Experimentation,0,0
R_1jv3NZEEtp7A5yA,Experimentation,0,0
R_22rhKJycRuuhvB5,Experimentation,0,0
